president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Donald Trump,All polls,1/9/2018,12/21/2017,12/25/2017,Ipsos,A-,1435,a,.1877129,.0445844,37,58.8,37.11665,57.74934,"",T,http://polling.reuters.com/#poll/CP3_2/,50732,80094,12/26/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,12/21/2017,12/24/2017,Morning Consult,"",2201,a,.8816741,.2152877,41,53,37.11465,56.09898,"","",https://morningconsult.com/wp-content/uploads/2017/12/December-20-21-new-year-crosstabs.pdf,50741,80113,12/29/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,12/22/2017,12/26/2017,Gallup,B-,1500,a,.0989376,.0241054,38,56,39.20522,54.07375,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50737,80107,12/27/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,12/22/2017,12/26/2017,Ipsos,A-,1458,a,.194108,.0506324,36.2,58.6,36.31665,57.54934,"",T,http://polling.reuters.com/#poll/CP3_2/,50746,80127,12/29/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,12/23/2017,12/27/2017,Gallup,B-,1500,a,.3039683,.0807077,38,56,39.20522,54.07375,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50740,80112,12/28/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,12/24/2017,12/26/2017,YouGov,B,1500,a,.9471586,.2770736,38,52,38.62014,54.45174,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/h41dwa7h84/econTabReport.pdf,50738,80108,12/28/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,12/24/2017,12/26/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1378149,.0357658,45,53,40.28405,52.80387,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50736,80106,12/27/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,12/23/2017,12/27/2017,Ipsos,A-,1455,a,.1974291,.0561373,36.5,58.1,36.61665,57.04934,"",T,http://polling.reuters.com/#poll/CP3_2/,50745,80126,12/29/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,12/25/2017,12/27/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1401295,.0394084,46,53,41.28405,52.80387,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50739,80111,12/28/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,12/26/2017,12/26/2017,Lucid,"",698,a,.4830615,.1499808,36.11,53.61,37.7854,56.34649,"","",https://docs.google.com/spreadsheets/d/1lnqa9miGW7FS9aBuQqHLXCFis8WDn6qNpJ6pjEMgDes/edit#gid=0,50755,80147,1/5/2018,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,12/24/2017,12/28/2017,Ipsos,A-,1519,a,.2103527,.0648015,37.2,57.9,37.31665,56.84935,"",T,http://polling.reuters.com/#poll/CP3_2/,50744,80125,12/29/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,12/26/2017,12/28/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.4247869,.1484378,45,53,40.28405,52.80387,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50742,80114,12/29/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,12/25/2017,12/29/2017,Ipsos,A-,1839,a,.2603191,.0968375,38.3,56.5,38.41665,55.44934,"",T,http://polling.reuters.com/#poll/CP3_2/,50750,80137,1/2/2018,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,12/26/2017,12/28/2017,Gallup,B-,1500,a,.1769788,.0629255,38,57,39.20522,55.07375,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50743,80115,12/29/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,12/27/2017,12/29/2017,Gallup,B-,1500,a,.1818274,.0766379,38,56,39.20522,54.07375,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50747,80128,12/30/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,12/26/2017,12/30/2017,Ipsos,A-,1897,a,.2751929,.119895,39.6,54.7,39.71664,53.64935,"",T,http://polling.reuters.com/#poll/CP3_2/,50749,80136,1/2/2018,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,12/28/2017,12/30/2017,Gallup,B-,1500,a,.5638255,.2743138,40,55,41.20522,53.07375,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50748,80129,12/31/2017,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,12/27/2017,12/31/2017,Ipsos,A-,1819,a,.5427466,.2708184,40.5,54.6,40.61665,53.54934,"",T,http://polling.reuters.com/#poll/CP3_2/,50760,80164,1/5/2018,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,12/28/2017,1/3/2018,SurveyMonkey,C-,12238,a,.9861128,.6145381,43,54,41.12321,52.38951,"","",https://drive.google.com/file/d/1vvPIWGhn0hpFGDg3g_JJ3EBmnYnu7a8j/view,50754,80146,1/4/2018,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,12/29/2017,1/2/2018,Ipsos,A-,625,a,.1004882,.0627044,39.7,55.5,39.81665,54.44934,"",T,http://polling.reuters.com/#poll/CP3_2/,50759,80163,1/5/2018,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,12/30/2017,1/3/2018,Ipsos,A-,948,a,.1579952,.1085328,40.9,54.1,41.01665,53.04934,"",T,http://polling.reuters.com/#poll/CP3_2/,50758,80162,1/5/2018,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,12/31/2017,1/2/2018,YouGov,B,1500,a,1.129759,.7818413,38,52,38.62014,54.45174,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/fzbo62v6dm/econTabReport.pdf,50752,80139,1/3/2018,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,12/31/2017,1/2/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1643815,.1113323,44,54,39.28405,53.80387,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50751,80138,1/3/2018,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,1/1/2018,1/3/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1685996,.1252816,45,53,40.28405,52.80387,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50753,80144,1/4/2018,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,12/31/2017,1/4/2018,Ipsos,A-,1259,a,1.08953,.8168744,41.6,53.9,41.71664,52.84935,"",T,http://polling.reuters.com/#poll/CP3_2/,50757,80161,1/5/2018,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,1/3/2018,1/3/2018,Lucid,"",929,a,.7495693,.6117634,36.99,50.17,38.6654,52.90648,"","",https://docs.google.com/spreadsheets/d/159GtT-_6m8fbZdMXLauwCXUgQH4DB9r0EtZQDn4rJ3w/edit#gid=0,50756,80148,1/5/2018,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,1/2/2018,1/4/2018,Rasmussen Reports/Pulse Opinion Research,C+,500,lv,.0583799,.0471427,44,54,39.28405,53.80387,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/prez_track_jan05,50762,80166,1/5/2018,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,1/3/2018,1/7/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1147243,.1073572,42,56,37.28405,55.80387,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50763,80167,1/8/2018,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,1/2/2018,1/7/2018,Gallup,B-,1500,a,.8283664,.7743711,37,58,38.20522,56.07375,"",T,http://news.gallup.com/poll/203207/trump-job-approval-weekly.aspx?utm_source=social&utm_medium=twitter&utm_campaign=organicsocial,50768,80173,1/8/2018,09:31:20  9 Jan 2018
Donald Trump,All polls,1/9/2018,1/4/2018,1/8/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.6023611,.6023611,43,56,38.28405,55.80387,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50769,80174,1/9/2018,09:31:20  9 Jan 2018
Donald Trump,Adults,1/9/2018,1/20/2017,1/22/2017,Gallup,B-,1500,a,.2295444,0,45,45,45.64945,43.42538,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49253,77265,1/23/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,1/20/2017,1/24/2017,Ipsos,A-,1632,a,.2874157,0,42.1,45.2,41.66519,44.4923,"",T,http://polling.reuters.com/#poll/CP3_2/,49426,77599,3/1/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,1/21/2017,1/23/2017,Gallup,B-,1500,a,.2117397,0,45,46,45.64945,44.42538,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49262,77274,1/24/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,1/22/2017,1/24/2017,Gallup,B-,1500,a,.1977148,0,46,45,46.64945,43.42538,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49236,77248,1/25/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,1/21/2017,1/25/2017,Ipsos,A-,1651,a,.2720012,0,42.3,45.8,41.86519,45.0923,"",T,http://polling.reuters.com/#poll/CP3_2/,49425,77598,3/1/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,1/23/2017,1/25/2017,YouGov,B,2692,a,1.517935,0,41,35,41.14373,37.7432,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/31rwbl7mh1/econToplines.pdf,49254,77266,1/26/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,1/22/2017,1/26/2017,Ipsos,A-,1678,a,.2605874,0,42.6,46.4,42.16519,45.6923,"",T,http://polling.reuters.com/#poll/CP3_2/,49424,77597,3/1/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,1/23/2017,1/25/2017,Gallup,B-,1500,a,.1864453,0,46,45,46.64945,43.42538,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49245,77257,1/26/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,1/24/2017,1/26/2017,Gallup,B-,1500,a,.1772692,0,45,48,45.64945,46.42538,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49242,77254,1/27/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,1/23/2017,1/27/2017,Ipsos,A-,1712,a,.2522293,0,44.5,45.5,44.06519,44.7923,"",T,http://polling.reuters.com/#poll/CP3_2/,49423,77596,3/1/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,1/24/2017,1/28/2017,Ipsos,A-,1684,a,.2366217,0,45.4,46,44.96519,45.2923,"",T,http://polling.reuters.com/#poll/CP3_2/,49422,77595,3/1/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,1/25/2017,1/27/2017,Gallup,B-,1500,a,.1697392,0,42,50,42.64945,48.42538,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49257,77269,1/28/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,1/26/2017,1/28/2017,Gallup,B-,1500,a,.1635436,0,42,51,42.64945,49.42538,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49251,77263,1/29/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,1/25/2017,1/29/2017,Ipsos,A-,1630,a,.2194699,0,48.2,45.1,47.76519,44.3923,"",T,http://polling.reuters.com/#poll/CP3_2/,49421,77594,3/1/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,1/26/2017,1/30/2017,Ipsos,A-,2204,a,.2854991,0,46.8,45.8,46.36519,45.0923,"",T,http://polling.reuters.com/#poll/CP3_2/,49420,77593,3/1/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,1/26/2017,1/30/2017,SurveyMonkey,C-,4444,a,.3715672,0,48,50,45.58377,48.72593,"","",https://blog.electiontracking.surveymonkey.com/2017/01/31/trump-approval-americans-divided-right-from-the-start/,49240,77252,1/31/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,1/27/2017,1/29/2017,Gallup,B-,1500,a,.1584605,0,43,50,43.64945,48.42538,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49235,77247,1/30/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,1/28/2017,1/30/2017,Gallup,B-,1500,a,.1543306,0,43,51,43.64945,49.42538,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49267,77279,1/31/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,1/27/2017,1/31/2017,Ipsos,A-,3153,a,.3950096,0,45.3,46.9,44.86519,46.1923,"",T,http://polling.reuters.com/#poll/CP3_2/,49419,77592,3/1/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,1/28/2017,1/31/2017,YouGov,B,1500,a,.7992386,0,43,44,43.14373,46.7432,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/qg8b1mgh4b/econToplines.pdf,49268,77280,2/1/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,1/27/2017,2/2/2017,IBD/TIPP,A-,885,a,1.475896,0,42,48,43.37014,46.91789,"","",http://www.investors.com/wp-content/uploads/2017/02/IBDTIPP_Poll_2017_02.pdf,49269,77282,2/3/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,1/28/2017,2/1/2017,Ipsos,A-,3141,a,.3834344,0,45,47.9,44.56519,47.1923,"",T,http://polling.reuters.com/#poll/CP3_2/,49418,77591,3/1/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,1/29/2017,1/31/2017,Gallup,B-,1500,a,.15104,0,43,52,43.64945,50.42538,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49244,77256,2/1/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,1/29/2017,2/2/2017,Ipsos,A-,3154,a,.3778672,0,45.3,47.4,44.86519,46.6923,"",T,http://polling.reuters.com/#poll/CP3_2/,49417,77590,3/1/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,1/30/2017,2/1/2017,Gallup,B-,1500,a,.1485098,0,43,52,43.64945,50.42538,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49232,77244,2/2/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,1/31/2017,2/2/2017,Gallup,B-,1500,a,.1466895,0,43,52,43.64945,50.42538,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49233,77245,2/3/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,1/30/2017,2/3/2017,Ipsos,A-,3368,a,.3987346,0,44.9,47.7,44.46519,46.9923,"",T,http://polling.reuters.com/#poll/CP3_2/,49416,77589,3/1/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,1/31/2017,2/2/2017,CNN/Opinion Research Corp.,A-,1002,a,1.614841,0,44,53,43.40514,51.91478,"","",http://i2.cdn.turner.com/cnn/2017/images/02/03/rel2a.-.trump.pdf,49264,77276,2/3/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,1/31/2017,2/4/2017,Ipsos,A-,2774,a,.3269394,0,45.2,47.7,44.76519,46.9923,"",T,http://polling.reuters.com/#poll/CP3_2/,49415,77588,3/1/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,1/30/2017,2/5/2017,SurveyMonkey,C-,9219,a,.5192571,0,46,52,43.58377,50.72593,"","",https://blog.electiontracking.surveymonkey.com/2017/02/06/trump-approval-january-30-february-5/,49272,77286,2/6/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/1/2017,2/3/2017,Gallup,B-,1500,a,.1450827,0,44,50,44.64945,48.42538,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49248,77260,2/4/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/1/2017,2/2/2017,CBS News,A-,1019,a,1.525446,0,40,48,40.75837,48.01774,"","",http://www.cbsnews.com/news/americans-sharply-divided-along-partisan-lines-over-travel-ban-trump-cbs-news-poll/?ftag=CNM-00-10aab7e&linkId=34085362,49252,77264,2/3/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/1/2017,2/5/2017,Ipsos,A-,1849,a,.2178391,0,47.5,46.8,47.06519,46.0923,"",T,http://polling.reuters.com/#poll/CP3_2/,49414,77587,3/1/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/2/2017,2/4/2017,Gallup,B-,1500,a,.1436685,0,42,53,42.64945,51.42538,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49265,77277,2/5/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/3/2017,2/5/2017,Gallup,B-,1500,a,.1424294,0,42,52,42.64945,50.42538,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49261,77273,2/6/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/2/2017,2/6/2017,Ipsos,A-,1869,a,.2204456,0,47.1,47.5,46.66519,46.7923,"",T,http://polling.reuters.com/#poll/CP3_2/,49413,77586,3/1/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/4/2017,2/6/2017,Gallup,B-,1500,a,.141351,0,42,54,42.64945,52.42538,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49274,77288,2/7/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/3/2017,2/7/2017,Ipsos,A-,1900,a,.2244964,0,47.5,47.6,47.06519,46.8923,"",T,http://polling.reuters.com/#poll/CP3_2/,49412,77585,3/1/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/5/2017,2/7/2017,Gallup,B-,1500,a,.1404216,0,43,52,43.64945,50.42538,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49291,77306,2/8/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/4/2017,2/8/2017,Ipsos,A-,1718,a,.2035093,0,47.5,47.6,47.06519,46.8923,"",T,http://polling.reuters.com/#poll/CP3_2/,49411,77584,3/1/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/5/2017,2/7/2017,YouGov,B,1500,a,.8252206,0,41,48,41.14373,50.7432,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/4zurt7hzwj/econToplines.pdf,49273,77287,2/8/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/6/2017,2/8/2017,Gallup,B-,1500,a,.1396314,0,43,52,43.64945,50.42538,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49286,77301,2/9/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/5/2017,2/9/2017,Ipsos,A-,1756,a,.2085994,0,47.8,46.4,47.36519,45.6923,"",T,http://polling.reuters.com/#poll/CP3_2/,49410,77583,3/1/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/7/2017,2/9/2017,Gallup,B-,1500,a,.1389726,0,42,52,42.64945,50.42538,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49289,77304,2/10/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/6/2017,2/10/2017,Ipsos,A-,1765,a,.2103522,0,46.7,47.6,46.26519,46.8923,"",T,http://polling.reuters.com/#poll/CP3_2/,49409,77582,3/1/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/6/2017,2/12/2017,SurveyMonkey,C-,9349,a,.3939924,0,46,53,43.58377,51.72593,"","",https://blog.electiontracking.surveymonkey.com/2017/02/13/trump-approval-february-6-12/,49281,77296,2/13/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/7/2017,2/11/2017,Ipsos,A-,1770,a,.2115457,0,46.7,47.5,46.26519,46.7923,"",T,http://polling.reuters.com/#poll/CP3_2/,49408,77581,3/1/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/8/2017,2/10/2017,Gallup,B-,1500,a,.138439,0,41,53,41.64945,51.42538,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49283,77298,2/11/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/9/2017,2/11/2017,Gallup,B-,1500,a,.138026,0,40,55,40.64945,53.42538,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49285,77300,2/12/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/8/2017,2/12/2017,Ipsos,A-,1774,a,.2124819,0,46.3,48.4,45.86519,47.6923,"",T,http://polling.reuters.com/#poll/CP3_2/,49407,77580,3/1/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/7/2017,2/12/2017,Pew Research Center,B+,1503,a,1.801997,0,39,56,40.05194,53.80933,"","",http://www.people-press.org/2017/02/16/in-first-month-views-of-trump-are-already-strongly-felt-deeply-polarized/?utm_source=adaptivemailer&utm_medium=email&utm_campaign=17-02-15%20feb%20political&org=982&lvl=100&ite=819&lea=171698&ctr=0&par=1&trk=,49308,77323,2/13/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/10/2017,2/12/2017,Gallup,B-,1500,a,.1377303,0,40,54,40.64945,52.42538,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49279,77294,2/13/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/9/2017,2/13/2017,Ipsos,A-,1813,a,.2174359,0,46.3,48.5,45.86519,47.7923,"",T,http://polling.reuters.com/#poll/CP3_2/,49406,77579,3/1/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/11/2017,2/13/2017,Gallup,B-,1500,a,.1374692,0,40,54,40.64945,52.42538,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49282,77297,2/14/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/10/2017,2/14/2017,Ipsos,A-,1777,a,.213169,0,45.3,50.6,44.86519,49.8923,"",T,http://polling.reuters.com/#poll/CP3_2/,49405,77578,3/1/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/12/2017,2/14/2017,YouGov,B,1500,a,.7710854,0,43,47,43.14373,49.7432,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/5amsxmrtih/econToplines.pdf,49295,77310,2/15/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/11/2017,2/15/2017,Ipsos,A-,1766,a,.2115009,0,45.8,50.4,45.36519,49.6923,"",T,http://polling.reuters.com/#poll/CP3_2/,49404,77577,3/1/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/12/2017,2/14/2017,Gallup,B-,1500,a,.137241,0,40,53,40.64945,51.42538,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49298,77314,2/15/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/12/2017,2/16/2017,Ipsos,A-,1718,a,.2051995,0,45.9,50.2,45.46519,49.4923,"",T,http://polling.reuters.com/#poll/CP3_2/,49403,77576,3/1/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/13/2017,2/15/2017,Gallup,B-,1500,a,.1370443,0,40,54,40.64945,52.42538,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49303,77319,2/16/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/13/2017,2/17/2017,SurveyMonkey,C-,9163,a,.3090312,0,45,53,42.58377,51.72593,"","",https://blog.electiontracking.surveymonkey.com/2017/02/17/trump-approval-february-13-17/,49306,77322,2/18/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/13/2017,2/17/2017,Ipsos,A-,2512,a,.2992282,0,45.1,51.1,44.66519,50.3923,"",T,http://polling.reuters.com/#poll/CP3_2/,49402,77575,3/1/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/14/2017,2/16/2017,Gallup,B-,1500,a,.1368778,0,38,56,38.64945,54.42538,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49297,77313,2/17/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/13/2017,2/19/2017,SurveyMonkey,C-,11512,a,.3843976,0,43,54,40.58377,52.72593,"","",http://www.nbcnews.com/feature/data-points/poll-majority-americans-worried-about-war-feel-favorably-toward-nato-n723931,49314,77330,2/20/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/15/2017,2/17/2017,Gallup,B-,1500,a,.1367406,0,40,55,40.64945,53.42538,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49301,77317,2/18/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/14/2017,2/18/2017,Ipsos,A-,2334,a,.277959,0,44.3,52.1,43.86519,51.3923,"",T,http://polling.reuters.com/#poll/CP3_2/,49401,77574,3/1/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/16/2017,2/18/2017,Gallup,B-,1500,a,.1366318,0,41,55,41.64945,53.42538,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49299,77315,2/19/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/15/2017,2/19/2017,Ipsos,A-,2291,a,.2733268,0,45.3,50.5,44.86519,49.7923,"",T,http://polling.reuters.com/#poll/CP3_2/,49400,77573,3/1/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/17/2017,2/18/2017,YouGov,B,1000,a,.5038156,0,41,47,41.14373,49.7432,"","",http://big.assets.huffingtonpost.com/tabsHPPresidentTrump20170218.pdf,49309,77325,2/19/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/17/2017,2/19/2017,Gallup,B-,1500,a,.1365507,0,42,53,42.64945,51.42538,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,49310,77326,2/20/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/16/2017,2/20/2017,Ipsos,A-,2261,a,.2708014,0,45.5,49.9,45.06519,49.1923,"",T,http://polling.reuters.com/#poll/CP3_2/,49399,77572,3/1/2017,09:31:28  9 Jan 2018
Donald Trump,Adults,1/9/2018,2/17/2017,2/20/2017,American Research Group,C+,1100,a,1.08285,0,43,51,44.2621,49.01171,"","",http://americanresearchgroup.com/economy/,49313,77329,2/21/2017,09:31:28  9 Jan 2018
